Datetime,Temperature,Status
2020-11-15 08:57:22.871488,0.79300,Ready
2020-11-15 09:12:22.879436,0.79200,Ready
2020-11-15 09:27:22.887384,0.79300,Ready
2020-11-15 09:42:22.881322,0.79200,Ready
2020-11-15 09:57:22.886268,0.79200,Ready
2020-11-15 10:12:22.883208,0.80300,Ready
2020-11-15 10:27:22.888154,0.79200,Ready
2020-11-15 10:42:22.880091,0.79300,Ready
2020-11-15 10:57:22.884036,0.79200,Ready
2020-11-15 11:12:22.891984,0.79200,Ready
2020-11-15 11:27:22.902934,0.79200,Ready
2020-11-15 11:42:22.892869,0.79200,Ready
2020-11-15 11:57:22.902818,0.79300,Ready
2020-11-15 12:12:22.891753,0.79200,Ready
2020-11-15 12:27:22.883689,0.79300,Ready
2020-11-15 12:42:22.892638,0.79200,Ready
2020-11-15 12:57:22.901587,0.79200,Ready
2020-11-15 13:12:22.893523,0.80400,Ready
2020-11-15 13:27:22.899470,0.79200,Ready
2020-11-15 13:42:22.911420,0.79300,Ready
2020-11-15 13:57:22.899354,0.79200,Ready
2020-11-15 14:12:22.896294,0.79300,Ready
2020-11-15 14:27:22.898238,0.80400,Ready
2020-11-15 14:42:22.907186,0.79300,Ready
2020-11-15 14:57:22.900124,0.79300,Ready
2020-11-15 15:12:22.909073,0.79200,Ready
2020-11-15 15:27:22.915019,0.79300,Ready
2020-11-15 15:42:22.908957,0.79500,Ready
2020-11-15 15:57:22.915904,0.79300,Ready
2020-11-15 16:12:22.908842,0.79300,Ready
2020-11-15 16:27:22.918791,0.79200,Ready
2020-11-15 16:42:22.906725,0.79300,Ready
2020-11-15 16:57:22.914673,0.80800,Ready
2020-11-15 17:12:22.904608,0.79300,Ready
2020-11-15 17:27:22.917559,0.79300,Ready
2020-11-15 17:42:22.904492,0.79300,Ready
2020-11-15 17:57:22.913441,0.79300,Ready
2020-11-15 18:12:22.923390,0.79600,Ready
2020-11-15 18:27:22.913325,0.79300,Ready
2020-11-15 18:42:22.923275,0.79300,Ready
2020-11-15 18:57:22.912209,0.79300,Ready
2020-11-15 19:12:22.923159,0.98100,Regen
2020-11-15 19:27:22.927104,2.33800,Regen
2020-11-15 19:42:22.919041,3.15900,Regen
2020-11-15 19:57:22.939998,3.38500,Regen
2020-11-15 20:12:22.917925,3.22200,Regen
2020-11-15 20:27:22.928875,3.46800,Regen
2020-11-15 20:42:22.963842,3.70300,Regen
2020-11-15 20:57:22.931761,3.88100,Regen
2020-11-15 21:12:22.919695,4.03100,Regen
2020-11-15 21:27:22.925642,4.15000,Regen
2020-11-15 21:42:23.385911,4.24200,Regen
